"Major","Course ID","Course Name","Credits","Prerequisites","Course Description","Detailed Course Prerequisite","Key Words"
"Electrical and Computer Engineering","E E 484","Sensors and Sensor Systems","4","E E 331","Introduction to optical and solid-state chemical and physical sensors. Topics include transduction mechanisms, design parameters, fabrication methods and applications.","E E 331","Bioengineering & Neural Engineering, Signal Processing & Communication, Computer Vision & Image Processing"
"Electrical and Computer Engineering","E E 486","Fundamentals of Integrated Circuit Technology","3","","Processing physics, chemistry, and technology, including evaporation, sputtering, epitaxial growth, diffusion, ion implantation, laser annealing, oxidation, chemical vapor deposition, photoresists. Design considerations for bipolar and MOS devices, materials and process characterization. Future trends.","EE 331 or MSE 351.","Computer Hardware & Architecture, Bioengineering & Neural Engineering, Power Systems & Energy Engineering"
"Electrical and Computer Engineering","E E 487","Introduction to Photonics","4","E E 361","Introduction to optical principles and phenomena. Topics include electromagnetic theory of light, optical interference, diffraction, polarization, optical waveguides, and optical fibers.","either E E 361, PHYS 123, or PHYS 143","Topology & Geometry, Quantum Computing & Information, Mathematics Education & Career Development"
"Electrical and Computer Engineering","E E 488","Advanced Photonics","4","E E 487","In-depth understanding and learning of advanced subjects in photonics. Topics include optical resonance, quantum nature of light and optical transitions, optical amplification, laser operation, and photodetection.","E E 485 or E E 487","Quantum Computing & Information, Mathematics Education & Career Development, Computer Vision & Image Processing"
"Electrical and Computer Engineering","E E 501","Academic Writing","4","","Develops formal technical writing skills for graduate engineering students. Covers organization and structure of archival papers, theses, reports, and proposals; concise technical language; terminology; literature search; peer review process; analysis of grammatical and stylistic errors; organization of multi-authored writing and implementation of figures, equations, and citations.","","Mathematics Education & Career Development, Computer-Aided Mathematics, Software Development & Engineering"
"Electrical and Computer Engineering","E E 503","Modeling of MEMS","4","","Microelectro mechanical systems (MEMS) including lumped modeling, conjugate power variables, electrostatic and magnetic actuators, linear transducers, linear system dynamics, design optimization, and thermal analysis. Numerical modeling topics include electro (quasi) static, mechanical, electro mechanical, magneto (quasi) static, and fluidic phenomena; parametric analysis, visualization of multi-dimensional solutions; and verification of results.","no","Mathematical Modeling, Numerical Analysis, Power Systems & Energy Engineering"
"Electrical and Computer Engineering","E E 504","Introduction to Microelectro Mechanical Systems","4","","Theoretical and practical aspects in design, analysis, and fabrication of MEMS devices. Fabrication processes, including bulk and surface micromachining. MEMS design and layout. MEMS CAD tools. Mechanical and electrical design. Applications such as micro sensors and actuators, or chemical and thermal transducers, recent advances.","no","Robotics & Automation, Bioengineering & Neural Engineering, Computer Hardware & Architecture"
"Electrical and Computer Engineering","E E 505","Probability and Random Processes","4","E E 416","Foundations for the engineering analysis of random processes: set theoretic fundamentals, basic axioms of probability models, conditional probabilities and independence, discrete and continuous random variables, multiple random variables, sequences of random variables, limit theorems, models of stochastic processes, noise, stationarity and ergodicity, Gaussian processes, power spectral densities.","graduate standing and understanding of probability at the level of E E 416.","Probability & Stochastic Processes, Combinatorics & Discrete Mathematics, Mathematical Modeling"
"Electrical and Computer Engineering","E E 506","Fundamentals of Wireless Communication","4","","Fundamentals of wireless communications: signals, modulation, coding, channel estimation, fading channels; performance metrics.","","Signal Processing & Communication, Computer Networks & Security, Quantum Computing & Information"
"Electrical and Computer Engineering","E E 508","Stochastic Processes in Engineering","3","E E 505","Non-measure theoretic introduction to stochastic processes. Topics include Poisson processes, renewal processes, Markov and semi-Markov processes, Brownian motion, and martingales, with applications to problems in queuing, supply chain management, signal processing, control, and communications.","E E 505","Probability & Stochastic Processes, Differential Equations & Dynamical Systems, Mathematical Modeling"
"Electrical and Computer Engineering","E E 510","Mathematical Foundations of Systems Theory","4","","Mathematical foundations for system theory presented from an engineering viewpoint. Includes set theory; functions, inverse functions; metric spaces; finite dimensional linear spaces; linear operators on finite dimensional spaces; projections on Hilbert spaces. Applications to engineering systems stressed. ","no","Mathematical Biology, Mathematical Modeling, Computer-Aided Mathematics"
"Electrical and Computer Engineering","E E 511","Introduction to Statistical Learning","4","E E 505, CSE 515","Covers classification and estimation of vector observations, including both parametric and nonparametric approaches. Includes classification with likelihood functions and general discriminant functions, density estimation, supervised and unsupervised learning, feature reduction, model selection, and performance estimation. ","either E E 505 or CSE 515","Artificial Intelligence & Machine Learning, Analysis & Real Analysis, Numerical Analysis"
"Electrical and Computer Engineering","E E 512","Graphical Models in Pattern Recognition","4","E E 508, E E 511","Bayesian networks, Markov random fields, factor graphs, Markov properties, standard models as graphical models, graph theory (e.g., moralization and triangulation), probabilistic inference (including pearl's belief propagation, Hugin, and Shafer-Shenoy), junction threes, dynamic Bayesian networks (including hidden Markov models), learning new models, models in practice.","E E 508; E E 511","Artificial Intelligence & Machine Learning, Mathematical Modeling, Combinatorics & Discrete Mathematics"
"Electrical and Computer Engineering","E E 514","Information Theory I ","4","E E 505","Includes entropy, mutual information, Shannon's source coding theorem, data compression to entropy limit, method of types, Huffman coding, Kraft inequality, arithmetic coding, Kolmogorov complexity, communication at channel capacity (channel coding), coding theory, introduction to modern statistical coding techniques, differential entropy, and Gaussian channels.","E E 505","Quantum Computing & Information, Combinatorics & Discrete Mathematics, Mathematical Biology"
"Electrical and Computer Engineering","E E 515","Information Theory II","4","E E 514","Includes advanced modern statistical coding techniques (statistical coding), advanced codes and graphs, source coding with errors (rate distortion), alternating minimization principles, channel coding with errors, network information theory, multiple description coding, and information theory in other areas including pattern recognition, bio-informatics, natural language processing, and computer science.","E E 514","Signal Processing & Communication, Computer-Aided Mathematics, Complex Analysis & Complex Variables"
"Electrical and Computer Engineering","E E 516","Computer Speech Processing","4","E E 505, E E 518","Introduction to automatic speech processing. Overview of human speech production and perception. Fundamental theory in speech coding, synthesis and reproduction, as well as system design methodologies. Advanced topics include speaker and language identification and adaptation.","E E 505; E E 518","Signal Processing & Communication, Human-Computer Interaction & UI/UX, Robotics & Automation"
"Electrical and Computer Engineering","E E 517","Continuous-Space Language Processing","4","E E 505","Introduction to human language technology, with in-depth coverage of continuous-space statistical models of language and application to natural language processing tasks. Methods covered include low rank distributional representations, neural networks, and log bilinear statistical models, which are leveraged for language modeling, similarity scoring, classification, and translation/generation.","E E 505","Human-Computer Interaction & UI/UX, Signal Processing & Communication, Embedded & Real-Time Systems"
"Electrical and Computer Engineering","E E 518","Digital Signal Processing","4","E E 442","Covers discrete-time processing of continuous-time signals; sampling rate conversion; frequency magnitude, phase delay, and group delay; design techniques for non-recursive (FIR) filters; multirate signal processing; all-pass/minimum phase decompositions; discrete Fourier transforms, fast Fourier transforms; overlap-add; short-time Fourier analysis; and filter banks. Includes applications such as machine learning. ","E E 442; recommended: Cannot be taken for credit if credit received for EE P 518.","Signal Processing & Communication, Embedded & Real-Time Systems, Computer Vision & Image Processing"
"Electrical and Computer Engineering","E E 519","Stochastic Analysis of Data From Physical Systems","4","E E 505","Computer systems for acquisition and processing of stochastic signals. Calculation of typical descriptors of such random processes as correlation functions, spectral densities, probability densities. Interpretation of statistical measurements made on a variety of physical systems (e.g., electrical, mechanical, acoustic, nuclear). Lecture plus laboratory.","E E 505","Probability & Stochastic Processes, Numerical Analysis, Computation & Scientific Computing"
"Electrical and Computer Engineering","E E 520","Spectral Analysis of Time Series","4","","Estimation of spectral densities for single and multiple time series. Nonparametric estimation of spectral density, cross-spectral density, and coherency for stationary time series, real and complex spectrum techniques. Bispectrum. Digital filtering techniques. Aliasing, prewhitening. Choice of lag windows and data windows. Use of the fast Fourier transform. ","either STAT 342, STAT 390, STAT 509/CS&SS 509/ECON 580, or IND E 315","Analysis & Real Analysis, Numerical Analysis, Signal Processing & Communication"
"Electrical and Computer Engineering","E E 521","Quantum Mechanics for Engineers","4","MATH 207, AMATH 351","Covers the basic theory of quantum mechanics in the context of modern examples of technological importance involving 1D, 2D, and 3D nanomaterials. Develops a qualitative and quantitative understanding of the principles of quantization, band structure, density of states, and Fermi's golden rule (optical absorption, electron-impurity/phonon scattering). ","MATH 207 or AMATH 351","Quantum Computing & Information, Combinatorics & Discrete Mathematics, Mathematical Biology"
"Electrical and Computer Engineering","E E 522","Quantum Information Practicum","4","","Team-based experience solving quantum engineering problems. Student teams design, implement, and test solutions to real-world problems. Includes project planning, project management, and technical communication components.","either PHYS 521, CHEM 561/MSE 561, or permission of instructor; recommended: practical experience with cloud-based quantum processors.","Quantum Computing & Information, Mathematics Education & Career Development, Computer-Aided Mathematics"
"Electrical and Computer Engineering","E E 523","Introduction to Synthetic Biology","3","MATH 136, MATH 207, AMATH 351, CSE 311, MATH 208, AMATH 352","Studies mathematical modeling of transcription, translation, regulation, and metabolism in cell; computer aided design methods for synthetic biology; implementation of information processing, Boolean logic and feedback control laws with genetic regulatory networks; modularity, impedance matching and isolation in biochemical circuits; and parameter estimation methods.","either MATH 136, MATH 207, MATH 307, AMATH 351, or CSE 311; and either MATH 208, MATH 308, or AMATH 352","Mathematical Biology, Mathematical Modeling, Bioengineering & Neural Engineering"
"Electrical and Computer Engineering","E E 524","Advanced Systems and Synthetic Biology ","3","E E 523, CSE 586","Covers advanced concepts in system and synthetic biology. Includes kinetics, modeling, stoichiometry, control theory, metabolic systems, signaling, and motifs. All topics are set against problems in synthetic biology.","E E 523/BIOEN 523/CHEM E 576/CSE 586/MOLENG 525","Mathematical Biology, Bioengineering & Neural Engineering, Differential Equations & Dynamical Systems"
"Electrical and Computer Engineering","E E 525"," VLSI II ","5","E E 371, CSE 371, E E 469, CSE 469","Analyzes how IC-based memory and datapath blocks are designed using static and dynamic CMOS technologies. Gives students extensive experience with industry-standard computer-aided design tools, including Cadence (Virtuoso, DRC, LVS) and Avanti (Hspice).","either E E 371/CSE 371, or E E 469/CSE 469","Computer Hardware & Architecture, Bioengineering & Neural Engineering, Data Science & Data Engineering"
"Electrical and Computer Engineering","E E 526","Capstone Integrated Digital Design Projects","5","E E 331, E E 332, E E 476, E E 477, E E 525","Very large-scale integration (VLSI) capstone course. A more detailed examination of building high-performance or low-energy integrated circuits. Wire design, timing-elements, clock generation, distribution and control, dynamic-logic, low-power design. Cannot be taken if credit received for E E 478. ","E E 331; E E 332, which may be taken concurrently; E E 476; and either E E 477 or E E 525; recommended: introduction to VLSI design and knowledge of application-specific integrated circuit (ASIC) design flows.","Computer Hardware & Architecture, Computer-Aided Mathematics, Software Development & Engineering"
"Electrical and Computer Engineering","E E 527","Microfabrication","4","","Principles and techniques for the fabrication of microelectronics devices and integrated circuits. Includes clean room laboratory practices and chemical safety, photolithography, wet and dry etching, oxidation and diffusion, metallization and dielectric deposition, compressed gas systems, vacuum systems, thermal processing systems, plasma systems, and metrology. Extensive laboratory with limited enrollment","no","Bioengineering & Neural Engineering, Data Science & Data Engineering, Power Systems & Energy Engineering"
"Electrical and Computer Engineering","E E 528","Quantum Optics for Quantum Information Applications","4","MATH 207, MATH 208, E E 521","Topics include mathematical methods for quantum optics, quantization of the electromagnetic field, quantum states of optical systems, open quantum systems, quantum distribution theory, quantum correlation functions, atom classical field interactions, atom-quantum field (photon) interactions, collective effects in multi-atom systems.","MATH 207; MATH 208; and E E 521","Quantum Computing & Information, Combinatorics & Discrete Mathematics, Mathematics Education & Career Development"
"Electrical and Computer Engineering","E E 529","Semiconductor Optoelectronics","4","","Covers optical processes in semiconductors; optical waveguide theory; junction theory; LEDs; lasers photodetectors; photovoltaics; and optical modulators and switches.","E E 485","Computer Hardware & Architecture, Computer Vision & Image Processing, Topology & Geometry"
"Electrical and Computer Engineering","E E 530","Wavelets: Data Analysis, Algorithms, and Theory","3","","Review of spectral analysis. Theory of continuous and discrete wavelets. Multiresolution analysis. Computation of discrete wavelet transform. Time-scale analysis. Wavelet packets. Statistical properties of wavelet signal extraction and smoothers. Estimation of wavelet variance. ","college-level coursework in Fourier theory and linear algebra; and either STAT 390/MATH 390, STAT 509/CS&SS 509/ECON 580, STAT 513, or IND E 315","Numerical Analysis, Data Science & Data Engineering, Analysis & Real Analysis"
"Electrical and Computer Engineering","E E 531","Semiconductor Devices and Device Simulation","4","E E 482","Physical principles in semiconductor devices. Generation, recombination, p-n junctions, MOS, metal-semiconductor and other interface structures. Carrier transport at low and high level injection levels. Device simulation used to demonstrate physical principles and basic device operation. Project using device simulation. ","E E 482","Computer Hardware & Architecture, Mathematical Modeling, Signal Processing & Communication"
"Electrical and Computer Engineering","E E 532","Power Electronics Design","5","","Electronic conversion and control of electrical power. Includes semiconductor switching devices, power converter circuits, design of magnetics, and control of power converters. Also ac/ac, ac/dc, and dc/dc power converters; circuit simulation; extensive laboratory work; a four-week power converter design project","no","Power Systems & Energy Engineering, Control Systems & Optimization, Computer Hardware & Architecture"
"Electrical and Computer Engineering","E E 533","Power Electronics Contols","5","E E 452, E E 532","Theory, design, and analysis of closed-loop controllers for power electronics circuits. Emphasis on modern control methods using digital control.","either E E 452 or E E 532","Control Systems & Optimization, Power Systems & Energy Engineering, Robotics & Automation"
"Electrical and Computer Engineering","E E 534","Electric Drives","5","E E 458, E E 533","Analysis and design of dc-dc converters and dc-ac drives with closed-loop digital control; printed circuit board layout, component selection, circuit debugging, and programming of embedded control systems. Includes use of circuit simulators and application of circuit analysis methods.","a minimum grade of 1.0 in either E E 458 or E E 533.","Power Systems & Energy Engineering, Control Systems & Optimization, Computer Hardware & Architecture"
"Electrical and Computer Engineering","E E 535","Applied Nanophotonics","4","E E 361","Concepts of optics at wave-length, scale-structured medium. Topics include photonic crystal, dielectric and metallic optical resonators, and meta-photonic devices. Introduction to cavity quantum electrodynamics. Students learn about nanoscale photonic devices, via literature survey, problem solving and numerical simulations.","either E E 361, PHYS 321, or equivalent course or experience with nanophotonics.","Quantum Computing & Information, Combinatorics & Discrete Mathematics, Mathematics Education & Career Development"
"Electrical and Computer Engineering","E E 536","Design of Analog Integrated Circuits and Systems","4","E E 433","Design of analog VLSI: specifications, design, simulation, layout. Covering CMOS and Bi CMOS technologies.","E E 433","Computer Hardware & Architecture, Computer-Aided Mathematics, Embedded & Real-Time Systems"
"Electrical and Computer Engineering","E E 537","Computation Methods for Circuit Analysis and Simulation","3","","Introduction to numerical algorithms and computer-aided techniques for the simulation of electronic circuits. Theoretical and practical aspects of important analyses: large-signal nonlinear DC, small-signal AC, nonlinear transient, and large-signal steady-state. Simulation concepts applied to the modeling and characterization of various electronic devices","no","Mathematical Modeling, Numerical Analysis, Computer-Aided Mathematics"
"Electrical and Computer Engineering","E E 541","Automatic Layout of Integrated Circuits","4","E E 271, CSE 143","Examines the algorithms behind the following commonly used physical design automation tools: floorplanning, partitioning, placement, routing, compaction, and verification. ","either E E 271or CSE 370; CSE 143","Robotics & Automation, Computer Hardware & Architecture, Computer-Aided Mathematics"
"Electrical and Computer Engineering","E E 542","Advanced Embedded Systems Design","5","","Studies advanced embedded system design principles and practices. Emphasizes formal design methodologies such as hardware-software co-design, investigates techniques for performance optimization, and examines distributed embedded systems.","E E 478","Software Development & Engineering, Embedded & Real-Time Systems, Computer Hardware & Architecture"
"Electrical and Computer Engineering","E E 543","Models of Robot Manipulation","4","","Mathematical models of arbitrary articulated robotic (or biological) arms and their application to realistic arms and tasks, including the homogeneous coordinate model of positioning tasks, the forward and inverse kinematic models, the Jacobian Matrix, and the recursive Newton-Euler dynamic model. ","linear algebra","Robotics & Automation, Mathematical Modeling, Differential Equations & Dynamical Systems"
"Electrical and Computer Engineering","E E 544","Computer Systems Architecture ","4","CSE 451","Notations for computer systems. Processor design (single chip, look-ahead, pipelined, data flow). Memory hierarchy organization and management (virtual memory and caches). Microprogramming. I/O processing. Multiprocessors (SIMD and MIMD).","CSE 451","Computer Hardware & Architecture, Computer-Aided Mathematics, Computer Networks & Security"
"Electrical and Computer Engineering","E E 545","High-Performance Computer Architectures","4","CSE 548, E E 544","Algorithm design, software techniques, computer organizations for high-performance computing systems. Selected topics from: VLSI complexity for parallel algorithms, compiling techniques for parallel and vector machines, large MIMD machines, interconnection networks, reconfigurable systems, memory hierarchies in multiprocessors, algorithmically specialized processors, data flow architectures.","CSE 548/E E 544","Computer Hardware & Architecture, Computer-Aided Mathematics, Optimization"
"Electrical and Computer Engineering","E E 547","Linear Systems Theory ","4","E E 510","Linearity, linearization, finite dimensionality, time-varying vs. time-invariant linear systems, interconnection of linear systems, functional/structural descriptions of linear systems, system zeros and invertibility, linear system stability, system norms, state transition, matrix exponentials, controllability and observability, realization theory.","E E 510/A A 510/CHEM E 510/M E 510","Differential Equations & Dynamical Systems, Control Systems & Optimization, Combinatorics & Discrete Mathematics"
"Electrical and Computer Engineering","E E 548","Linear Multivariable Control","3","E E 547","Introduction to MIMO systems, successive single loop design comparison, Lyapunov stability theorem, full state feedback controller design, observer design, LQR problem statement, design, stability analysis, and tracking design. LQG design, separation principle, stability robustness.","A A 547/E E 547/M E 547","Control Systems & Optimization, Differential Equations & Dynamical Systems, Optimization"
"Electrical and Computer Engineering","E E 549","Estimation and System Identification","3","E E 547","Fundamentals of state estimation for linear and nonlinear systems. Discrete and continuous systems. Probability and stochastic systems theory. Models with noise. Kalman-Bucy filters, extended Kalman filters, recursive estimation. Numerical issues in filter design and implementation. ","A A 547, E E 547, or M E 547","Control Systems & Optimization, Probability & Stochastic Processes, Differential Equations & Dynamical Systems"
"Electrical and Computer Engineering","E E 550","Nonlinear Optimal Control","3","","Calculus of variations for dynamical systems, definition of the dynamic optimization problem, constraints and Lagrange multipliers, the Pontryagin Maximum Principle, necessary conditions for optimality, the Hamilton-Jacobi-Bellman equation, singular arc problems, computational techniques for solution of the necessary conditions.","no","Control Systems & Optimization, Differential Equations & Dynamical Systems, Optimization"
"Electrical and Computer Engineering","E E 551","Wind Energy","4","E E 351","Covers the operation and modeling of wind energy, wind statistics, wind generators and converters, wind energy systems, challenges to wind energy development, impacts of wind energy on the power grid, and existing and potential solutions to wind energy integration.","E E 351","Power Systems & Energy Engineering, Complex Analysis & Complex Variables, Numerical Analysis"
"Electrical and Computer Engineering","E E 552","Power Systems Dynamics and Control","4","E E 351, E E 455","Advanced computer modeling and analysis of power systems. Application of modern systems and control theories. ","E E 351 and E E 455","Control Systems & Optimization, Power Systems & Energy Engineering, Differential Equations & Dynamical Systems"
"Electrical and Computer Engineering","E E 553","Power System Economics","4","","Economic structure of power systems. Problem formulation, optimization methods and programming for economic analysis of power system operation and planning. Economic dispatch, load forecasting, unit commitment, interchange, planning and reliability analysis. Provides background to pursue advanced work in planning and operation.","no","Power Systems & Energy Engineering, Control Systems & Optimization, Optimization"
"Electrical and Computer Engineering","E E 554","Large Electric Energy Systems Analysis","4","E E 456","Deals with problems whose solution depends upon the inversion of sparse matrices that occur in the planning and operational studies of large interconnected energy systems. Application studies include system model development, state estimation, and load flow.","E E 456","Power Systems & Energy Engineering, Numerical Analysis, Optimization"
"Electrical and Computer Engineering","E E 557","Dynamics of Controlled Systems ","4","","Explores control techniques for high precision motion control. Covers sate variable feedback of linear and nonlinear, multivariable systems in depth. Uses physical system modeling, graphical analysis, and numerical analysis to describe system performance. Uses simulation mini-projects to emphasize the dynamics of controlled systems and their performance","no","Control Systems & Optimization, Differential Equations & Dynamical Systems, Robotics & Automation"
"Electrical and Computer Engineering","E E 558","Substation and Distribution Automation","4","","Examines how smart grid technologies affect substation and distribution operations and how history, customer expectations, and state and federal policies have shaped the existing infrastructure. Studies the capabilities of various emerging technologies to assess how they are able to solve existing issues","no","Power Systems & Energy Engineering, Computer Networks & Security, Analysis & Real Analysis"
"Electrical and Computer Engineering","E E 560","Neural Engineering","3","","Introduces the field of Neural Engineering: overview of neurobiology, recording and stimulating the nervous system, signal processing, machine learning, powering and communicating with neural devices, invasive and non-invasive brain-machine interfaces, spinal interfaces, smart prostheses, deep-brain stimulators, cochlear implants and neuroethics. Heavy emphasis on primary literature.","no","Bioengineering & Neural Engineering, Artificial Intelligence & Machine Learning, Software Development & Engineering"
"Electrical and Computer Engineering","E E 561","Neural Engineering Tech Studio","4","","Neural engineering design and translational engineering. Groups design, build and present a neural engineering prototype project to a panel of industry judges","BIOEN 560","Bioengineering & Neural Engineering, Software Development & Engineering, Artificial Intelligence & Machine Learning"
"Electrical and Computer Engineering","E E 562","Artificial Intelligence for Engineers","3","CSE 373","Covers main areas of artificial intelligence (AI) without need for extensive prerequisites. Programming languages for AI; problem solving; representations; control strategies; searching strategies; predicate calculus; rule-based deduction; goal-directed planning; knowledge-based systems.","CSE 373","Artificial Intelligence & Machine Learning, Bioengineering & Neural Engineering, Robotics & Automation"
"Electrical and Computer Engineering","E E 563","Submodular Functions, Optimization, and Applications","4","E E 510","Submodularity and supermodularity. Definitions, properties, operations that preserve submodularity, variants, certain special submodular functions, computational properties, matroids and lattices, polyhedral properties, semidifferentials, convex/concave extensions, constrained and unconstrained minimization and maximization, and generalizations of submodularity and uses in machine learning.","E E 510/A A 510/CHEM E 510/M E 510","Combinatorics & Discrete Mathematics, Optimization, Complex Analysis & Complex Variables"
"Electrical and Computer Engineering","E E 564","Neural Computation and Engineering Laboratory","4","","Introduces neural recording and quantitative analysis techniques to students with a background in quantitative methods","no","Bioengineering & Neural Engineering, Artificial Intelligence & Machine Learning, Computation & Scientific Computing"
"Electrical and Computer Engineering","E E 565","Computer-Communication Networks I ","4","E E 505","Network architectures and protocols; layered model; reliable transmission protocols at the data control layer; Transmission Control Protocols (TCP); routing algorithms; performance modeling, and analysis of packet-switched networks. Multi-access. Projects involving routing and multi-access principles.","E E 505","Computer Networks & Security, Computer Hardware & Architecture, Signal Processing & Communication"
"Electrical and Computer Engineering","E E 568","Digital Image Processing","4","","Digital image processing techniques and various special topics such as image restoration, image segmentation, multi-resolution imaging with wavelet transform, and image registration","no","Computer Vision & Image Processing, Data Science & Data Engineering, Signal Processing & Communication"
"Electrical and Computer Engineering","E E 569","Advanced Neurotechnology","3","E E 460, E E 560","Seminar explores the current and future challenges in neural engineering such as consumer and medical devices to augment and enhance function such as learning and memory, brain-computer interfaces, and neural stimulation.","BIOEN 460/E E 460 or BIOEN 560/E E 560","Bioengineering & Neural Engineering, Human-Computer Interaction & UI/UX, Robotics & Automation"
"Electrical and Computer Engineering","E E 572","Electromagnetics I: Microwave Engineering","4","E E 361","Covers microwave transmission line models and their applications; electromagnetic waves in layered media; mode structures in metallic and dielectric waveguides; resonators and cavities; and Green's functions. ","E E 361","Power Systems & Energy Engineering, Signal Processing & Communication, Data Science & Data Engineering"
"Electrical and Computer Engineering","E E 574","Antennas: Analysis and Design","4","","Covers fundamentals of antennas, analysis, synthesis, and computer-aided design; applications in communications, remote sensing, and radars; radiation pattern; directivity; impedance; wire antennas; arrays; numerical methods for analysis; horn antennas; microstrip antennas; and reflector antennas.","no","Signal Processing & Communication, Analysis & Real Analysis, Complex Analysis & Complex Variables"
"Electrical and Computer Engineering","E E 575","Radar Remote Sensing","4","","Introduces radar remote sensing. Covers the fundamentals of radar systems, monostatic and bistatic topologies, radar equation, range-time diagram; ambiguity function, pulse compression, elementary estimation and detection theory, spectrum estimation for underspread and overspread targets; interferometry, source imaging; and Time Difference of Arrival, Aperture Synthesis (SAR and ISAR).","no","Signal Processing & Communication, Database & Data Management, Computer Vision & Image Processing"
"Electrical and Computer Engineering","E E 576","Computer Vision","3","","Principles and methods for interpreting the three-dimensional world from images. Topics include feature detection, image segmentation, motion estimation, image mosaics, 3D-shape reconstruction, object recognition, and image retrieval. ","solid knowledge of linear algebra; good programming skills. ","Computer Vision & Image Processing, Analysis & Real Analysis, Topology & Geometry"
"Electrical and Computer Engineering","E E 577","Special Topics in Computer Vision","3","CSE 576, E E 576","Topics vary and may include vision for graphics, probabilistic vision and learning, medical imaging, content-based image and video retrieval, robot vision, or 3D object recognition.","CSE 576/E E 576","Computer Vision & Image Processing, Human-Computer Interaction & UI/UX, Artificial Intelligence & Machine Learning"
"Electrical and Computer Engineering","E E 578","Convex Optimization ","4","E E 510","Basics of convex analysis: Convex sets, functions, and optimization problems. Optimization theory: Least-squares, linear, quadratic, geometric and semidefinite programming. Convex modeling. Duality theory. Optimality and KKT conditions. Applications in signal processing, statistics, machine learning, control communications, and design of engineering systems. ","A A 510, CHEM E 510, E E 510, or M E 510","Optimization, Control Systems & Optimization, Artificial Intelligence & Machine Learning"
"Electrical and Computer Engineering","E E 580","Geometric Methods for Non-Linear Control Systems ","3","","Analysis and design of nonlinear control systems focusing on differential geometric methods. Topics include controllability, observability, feedback linearization, invariant distributions, and local coordinate transformations. Emphasis on systems evolving on Lie groups and linearly uncontrollable systems.","no","Control Systems & Optimization, Differential Equations & Dynamical Systems, Mathematical Modeling"
"Electrical and Computer Engineering","E E 581","Digital Control System Design","4","","Digital control system design by classical methods. Discrete-time systems and the z-transform. Modeling sampled-data systems. Frequency response of discrete time systems and aliasing. Nyquist stability criterion and gain and phase margins. Discrete-time control law determination by direct z-plane root locus and loop shaping methods. Includes hands-on-with-hardware projects.","AA/EE 447 or ME 471","Control Systems & Optimization, Differential Equations & Dynamical Systems, Embedded & Real-Time Systems"
"Electrical and Computer Engineering","E E 582","Introduction to Discrete Event Systems","3","E E 447","Modeling DES with automata and Petri nets. Languages. State estimation and diagnostics. Control specifications. Feedback control. Dealing with uncontrollability and unobservability. Dealing with blocking. Timed automata and Petri nets. ","A A 447/E E 447/ M E 471","Embedded & Real-Time Systems, Control Systems & Optimization, Mathematical Modeling"
"Electrical and Computer Engineering","E E 583","Nonlinear Control Systems","3","E E 447","Analysis of nonlinear systems and nonlinear control system design. Phase plane analysis. Lyapunov stability analysis. Describing functions. Feedback linearization. Introduction to variable structure control.","A A 447/E E 447/M E 471","Control Systems & Optimization, Differential Equations & Dynamical Systems, Numerical Analysis"
"Electrical and Computer Engineering","E E 584","Sensors and Sensor Systems","4","E E 331","Introduction to optical and solid-state chemical and physical sensors. Topics include transduction mechanisms, design parameters, fabrication methods and applications. ","E E 331","Bioengineering & Neural Engineering, Signal Processing & Communication, Computer Vision & Image Processing"
"Electrical and Computer Engineering","E E 585","System Identification and Adaptive Control","3","","Theory and methods of system identification and adaptive control. Identification of linear-in-parameter systems, using recursive LS and extended LS methods; model order selection. Indirect and direct adaptive control. Controller synthesis, transient and stability properties.","no","Control Systems & Optimization, Differential Equations & Dynamical Systems, Optimization"
"Electrical and Computer Engineering","E E 586","Digital Video Coding Systems ","4","","Introduction to digital video coding algorithms and systems. Theoretical and practical aspects of important topics on digital video coding algorithms, motion estimation, video coding standards, systems issues, and visual communications","no","Signal Processing & Communication, Embedded & Real-Time Systems, Data Science & Data Engineering"
"Electrical and Computer Engineering","E E 587","Introduction to Photonics","4","","Introduction to optical principles and phenomena. Topics include electromagnetic theory of light, optical interference, diffraction, polarization, optical waveguides, and optical fibers. Prerequisite: either EE 361, PHYS 123, or PHYS 143; recommended: basic principles of electromagnetism; complex numbers and functions; introductory differential and integral calculus; linear differential equations.","no","Topology & Geometry, Combinatorics & Discrete Mathematics, Mathematics Education & Career Development"
"Electrical and Computer Engineering","E E 588","Advanced Photonics","4","E E 487, E E 587","In-depth understanding and learning of advanced subjects in photonics. Topics include optical resonance, quantum nature of light and optical transitions, optical amplification, laser operation, and photodetection.","either E E 485, E E 487, or E E 587","Quantum Computing & Information, Mathematics Education & Career Development, Computer Vision & Image Processing"
"Electrical and Computer Engineering","E E 589","Advanced Topics in Sensors and Sensor Systems","3","","Topics of current interest in sensors and sensor systems.","no","Signal Processing & Communication, Robotics & Automation, Data Science & Data Engineering"
"Electrical and Computer Engineering","E E 593","Feedforward Control","3","E E 547","Design feedforward controllers for precision output tracking; inversion-based control of non-minimum-phase systems; effect of plant uncertainty on feedforward control; design of feedforward controllers for applications such as vertical take off and landing aircraft, flexible structures and piezo-actuators.","A A 547/E E 547/M E 547","Control Systems & Optimization, Robotics & Automation, Artificial Intelligence & Machine Learning"
