"Unnamed: 0","StudentID","CourseID","SelectionDate"
"1322","S0063","AMATH 351","2022-09-26"
"1323","S0063","MATH 207","2021-09-26"
"1324","S0063","AMATH 403","2023-09-26"
"1325","S0063","AMATH 401","2023-09-26"
"1326","S0063","AMATH 351","2022-09-26"
"1327","S0063","AMATH 481","2023-09-26"
"1328","S0063","AMATH 301","2022-09-26"
"1329","S0063","AMATH 351","2022-09-26"
"1330","S0063","MATH 444","2023-09-26"
"1331","S0063","MATH 334","2022-09-26"
"1332","S0063","MATH 208","2021-09-26"
"1333","S0063","MATH 425","2023-09-26"
"1334","S0063","MATH 208","2021-09-26"
"1335","S0063","AMATH 353","2022-09-26"
"1336","S0063","E E 242","2021-09-26"
"1337","S0063","MATH 207","2021-09-26"
"1338","S0063","MATH 224","2021-09-26"
"1339","S0063","E E 201","2021-09-26"
"1340","S0063","E E 215","2021-09-26"
"1341","S0064","CSE 456","2023-09-26"
"1342","S0064","CSE 446","2023-09-26"
"1343","S0064","CSE 332","2022-09-26"
"1344","S0064","CSE 311","2022-09-26"
"1345","S0064","CSE 123","2020-09-26"
"1346","S0064","CSE 143","2020-09-26"
"1347","S0064","CSE 142","2020-09-26"
"1348","S0064","MATH 208","2021-09-26"
"1349","S0064","MATH 126","2020-09-26"
"1350","S0064","MATH 125","2020-09-26"
"1351","S0064","MATH 124","2020-09-26"
"1352","S0064","MATH 134","2020-09-26"
"1353","S0064","CSE 487","2023-09-26"
"1354","S0064","E E 423","2023-09-26"
"1355","S0064","MATH 136","2020-09-26"
"1356","S0064","MATH 135","2020-09-26"
"1357","S0064","MATH 207","2021-09-26"
"1358","S0064","CSE 486","2023-09-26"
"1359","S0064","MATH 207","2021-09-26"
"1360","S0064","CSE 415","2023-09-26"
"1361","S0064","CSE 373","2022-09-26"
"1362","S0064","CSE 447","2023-09-26"
"1363","S0064","CSE 312","2022-09-26"
"1364","S0064","CSE 311","2022-09-26"
"1365","S0064","CSE 332","2022-09-26"
"1366","S0064","CSE 311","2022-09-26"
"1367","S0064","CSE 478","2023-09-26"
"1368","S0064","CSE 332","2022-09-26"
"1369","S0064","CSE 311","2022-09-26"
"1370","S0064","CSE 452","2023-09-26"
"1371","S0064","MATH 224","2021-09-26"
"1372","S0064","E E 242","2021-09-26"
"1373","S0064","MATH 207","2021-09-26"
"1374","S0064","E E 215","2021-09-26"
"1375","S0064","E E 205","2021-09-26"
"1376","S0064","E E 280","2021-09-26"
"1377","S0065","E E 534","2023-09-26"
"1378","S0065","E E 533","2023-09-26"
"1379","S0065","E E 532","2023-09-26"
"1380","S0065","E E 536","2023-09-26"
"1381","S0065","E E 501","2023-09-26"
"1382","S0065","E E 528","2023-09-26"
"1383","S0065","E E 521","2023-09-26"
"1384","S0065","E E 580","2023-09-26"
"1385","S0065","E E 565","2023-09-26"
"1386","S0066","E E 438","2023-09-26"
"1387","S0066","E E 433","2023-09-26"
"1388","S0066","E E 332","2022-09-26"
"1389","S0066","E E 331","2022-09-26"
"1390","S0066","E E 233","2021-09-26"
"1391","S0066","E E 215","2021-09-26"
"1392","S0066","MATH 136","2020-09-26"
"1393","S0066","MATH 135","2020-09-26"
"1394","S0066","MATH 134","2020-09-26"
"1395","S0066","MATH 126","2020-09-26"
"1396","S0066","MATH 125","2020-09-26"
"1397","S0066","MATH 124","2020-09-26"
"1398","S0066","MATH 134","2020-09-26"
"1399","S0066","E E 436","2023-09-26"
"1400","S0066","E E 332","2022-09-26"
"1401","S0066","E E 331","2022-09-26"
"1402","S0066","E E 233","2021-09-26"
"1403","S0066","E E 215","2021-09-26"
"1404","S0066","MATH 136","2020-09-26"
"1405","S0066","MATH 135","2020-09-26"
"1406","S0066","E E 443","2023-09-26"
"1407","S0066","E E 425","2023-09-26"
"1408","S0066","E E 423","2023-09-26"
"1409","S0066","MATH 207","2021-09-26"
"1410","S0066","CSE 486","2023-09-26"
"1411","S0066","MATH 207","2021-09-26"
"1412","S0066","E E 476","2023-09-26"
"1413","S0066","E E 215","2021-09-26"
"1414","S0066","E E 271","2021-09-26"
"1415","S0066","E E 442","2023-09-26"
"1416","S0066","E E 342","2022-09-26"
"1417","S0066","E E 242","2021-09-26"
"1418","S0066","E E 371","2022-09-26"
"1419","S0066","AMATH 352","2022-09-26"
"1420","S0066","AMATH 353","2022-09-26"
"1421","S0066","AMATH 351","2022-09-26"
"1422","S0067","CSE 143","2023-09-26"
"1423","S0067","CSE 142","2023-09-26"
"1424","S0067","MATH 125","2023-09-26"
"1425","S0067","MATH 124","2023-09-26"
"1426","S0067","MATH 134","2023-09-26"
"1427","S0067","MATH 135","2023-09-26"
"1428","S0067","MATH 134","2023-09-26"
"1429","S0067","MATH 126","2023-09-26"
"1430","S0067","MATH 125","2023-09-26"
"1431","S0068","AMATH 483","2023-09-26"
"1432","S0068","AMATH 481","2023-09-26"
"1433","S0068","AMATH 301","2022-09-26"
"1434","S0068","MATH 125","2020-09-26"
"1435","S0068","MATH 124","2020-09-26"
"1436","S0068","MATH 135","2020-09-26"
"1437","S0068","MATH 134","2020-09-26"
"1438","S0068","AMATH 351","2022-09-26"
"1439","S0068","MATH 125","2020-09-26"
"1440","S0068","MATH 124","2020-09-26"
"1441","S0068","MATH 135","2020-09-26"
"1442","S0068","MATH 134","2020-09-26"
"1443","S0068","AMATH 352","2022-09-26"
"1444","S0068","MATH 126","2020-09-26"
"1445","S0068","AMATH 402","2023-09-26"
"1446","S0068","AMATH 351","2022-09-26"
"1447","S0068","AMATH 403","2023-09-26"
"1448","S0068","AMATH 401","2023-09-26"
"1449","S0068","AMATH 351","2022-09-26"
"1450","S0068","AMATH 423","2023-09-26"
"1451","S0068","AMATH 351","2022-09-26"
"1452","S0068","MATH 207","2021-09-26"
"1453","S0068","AMATH 422","2023-09-26"
"1454","S0068","MATH 207","2021-09-26"
"1455","S0068","AMATH 482","2023-09-26"
"1456","S0068","AMATH 301","2022-09-26"
"1457","S0068","AMATH 352","2022-09-26"
"1458","S0068","E E 458","2023-09-26"
"1459","S0068","AMATH 383","2022-09-26"
"1460","S0068","E E 241","2021-09-26"
"1461","S0068","E E 201","2021-09-26"
"1462","S0068","E E 280","2021-09-26"
"1463","S0068","E E 215","2021-09-26"
"1464","S0068","E E 205","2021-09-26"
"1465","S0068","E E 242","2021-09-26"
"1466","S0068","MATH 207","2021-09-26"
"1467","S0069","MATH 402","2023-09-26"
"1468","S0069","MATH 300","2022-09-26"
"1469","S0069","MATH 126","2020-09-26"
"1470","S0069","MATH 125","2020-09-26"
"1471","S0069","MATH 124","2020-09-26"
"1472","S0069","MATH 134","2020-09-26"
"1473","S0069","MATH 136","2020-09-26"
"1474","S0069","MATH 135","2020-09-26"
"1475","S0069","MATH 134","2020-09-26"
"1476","S0069","MATH 208","2021-09-26"
"1477","S0069","MATH 126","2020-09-26"
"1478","S0069","MATH 125","2020-09-26"
"1479","S0069","MATH 492","2023-09-26"
"1480","S0069","MATH 491","2023-09-26"
"1481","S0069","MATH 394","2022-09-26"
"1482","S0069","MATH 395","2022-09-26"
"1483","S0069","MATH 394","2022-09-26"
"1484","S0069","MATH 427","2023-09-26"
"1485","S0069","MATH 327","2022-09-26"
"1486","S0069","MATH 300","2022-09-26"
"1487","S0069","MATH 334","2022-09-26"
"1488","S0069","MATH 428","2023-09-26"
"1489","S0069","MATH 427","2023-09-26"
"1490","S0069","MATH 327","2022-09-26"
"1491","S0069","MATH 300","2022-09-26"
"1492","S0069","MATH 462","2023-09-26"
"1493","S0069","MATH 461","2023-09-26"
"1494","S0069","CSE 421","2023-09-26"
"1495","S0069","MATH 209","2021-09-26"
"1496","S0069","MATH 207","2021-09-26"
"1497","S0069","MATH 208","2021-09-26"
"1498","S0069","MATH 282","2021-09-26"
"1499","S0069","MATH 224","2021-09-26"
"1500","S0069","E E 233","2021-09-26"
"1501","S0069","E E 215","2021-09-26"
"1502","S0069","E E 299","2021-09-26"
"1503","S0070","E E 423","2023-09-26"
"1504","S0070","MATH 136","2020-09-26"
"1505","S0070","MATH 135","2020-09-26"
"1506","S0070","MATH 134","2020-09-26"
"1507","S0070","MATH 207","2021-09-26"
"1508","S0070","MATH 125","2020-09-26"
"1509","S0070","MATH 124","2020-09-26"
"1510","S0070","E E 474","2023-09-26"
"1511","S0070","CSE 123","2020-09-26"
"1512","S0070","CSE 143","2020-09-26"
"1513","S0070","CSE 142","2020-09-26"
"1514","S0070","E E 469","2023-09-26"
"1515","S0070","E E 271","2021-09-26"
"1516","S0070","CSE 121","2020-09-26"
"1517","S0070","CSE 369","2022-09-26"
"1518","S0070","CSE 311","2022-09-26"
"1519","S0070","CSE 475","2023-09-26"
"1520","S0070","E E 271","2021-09-26"
"1521","S0070","CSE 369","2022-09-26"
"1522","S0070","CSE 311","2022-09-26"
"1523","S0070","CSE 428","2023-09-26"
"1524","S0070","CSE 312","2022-09-26"
"1525","S0070","CSE 311","2022-09-26"
"1526","S0070","CSE 331","2022-09-26"
"1527","S0070","E E 421","2023-09-26"
"1528","S0070","MATH 207","2021-09-26"
"1529","S0070","E E 438","2023-09-26"
"1530","S0070","E E 433","2023-09-26"
"1531","S0070","E E 332","2022-09-26"
"1532","S0070","E E 331","2022-09-26"
"1533","S0070","E E 233","2021-09-26"
"1534","S0070","E E 215","2021-09-26"
"1535","S0070","E E 436","2023-09-26"
"1536","S0070","E E 299","2021-09-26"
"1537","S0070","E E 280","2021-09-26"
"1538","S0070","E E 215","2021-09-26"
"1539","S0071","MATH 301","2023-09-26"
"1540","S0071","MATH 126","2021-09-26"
"1541","S0071","MATH 125","2021-09-26"
"1542","S0071","MATH 124","2021-09-26"
"1543","S0071","MATH 134","2021-09-26"
"1544","S0071","MATH 300","2023-09-26"
"1545","S0071","MATH 126","2021-09-26"
"1546","S0071","MATH 125","2021-09-26"
"1547","S0071","MATH 124","2021-09-26"
"1548","S0071","MATH 134","2021-09-26"
"1549","S0071","MATH 136","2021-09-26"
"1550","S0071","MATH 395","2023-09-26"
"1551","S0071","MATH 394","2023-09-26"
"1552","S0071","MATH 335 ","2023-09-26"
"1553","S0071","MATH 334","2023-09-26"
"1554","S0071","MATH 382","2023-09-26"
"1555","S0071","CSE 351","2023-09-26"
"1556","S0071","MATH 318","2023-09-26"
"1557","S0071","MATH 208","2022-09-26"
"1558","S0071","MATH 282","2022-09-26"
"1559","S0071","MATH 209","2022-09-26"
"1560","S0071","MATH 207","2022-09-26"
"1561","S0071","MATH 208","2022-09-26"
"1562","S0071","MATH 224","2022-09-26"
"1563","S0071","E E 241","2022-09-26"
"1564","S0071","E E 233","2022-09-26"
"1565","S0071","E E 215","2022-09-26"
"1566","S0072","MATH 136","2023-09-26"
"1567","S0072","MATH 135","2023-09-26"
"1568","S0072","MATH 134","2023-09-26"
"1569","S0072","MATH 120","2023-09-26"
"1570","S0072","CSE 160","2023-09-26"
"1571","S0072","CSE 123","2023-09-26"
"1572","S0072","CSE 143","2023-09-26"
"1573","S0072","CSE 142","2023-09-26"
"1574","S0072","CSE 122","2023-09-26"
"1575","S0073","E E 331","2023-09-26"
"1576","S0073","E E 233","2022-09-26"
"1577","S0073","E E 215","2022-09-26"
"1578","S0073","MATH 136","2021-09-26"
"1579","S0073","MATH 135","2021-09-26"
"1580","S0073","MATH 134","2021-09-26"
"1581","S0073","MATH 126","2021-09-26"
"1582","S0073","MATH 125","2021-09-26"
"1583","S0073","MATH 124","2021-09-26"
"1584","S0073","MATH 134","2021-09-26"
"1585","S0073","E E 351","2023-09-26"
"1586","S0073","E E 215","2022-09-26"
"1587","S0073","MATH 136","2021-09-26"
"1588","S0073","MATH 135","2021-09-26"
"1589","S0073","E E 361","2023-09-26"
"1590","S0073","E E 215","2022-09-26"
"1591","S0073","E E 398","2023-09-26"
"1592","S0073","E E 391","2023-09-26"
"1593","S0073","E E 241","2022-09-26"
"1594","S0073","E E 397","2023-09-26"
"1595","S0073","E E 332","2023-09-26"
"1596","S0073","E E 331","2023-09-26"
"1597","S0073","E E 233","2022-09-26"
"1598","S0073","E E 215","2022-09-26"
"1599","S0073","CSE 332","2023-09-26"
"1600","S0073","E E 299","2022-09-26"
"1601","S0073","E E 201","2022-09-26"
"1602","S0074","MATH 207","2023-09-26"
"1603","S0074","MATH 125","2022-09-26"
"1604","S0074","MATH 124","2022-09-26"
"1605","S0074","MATH 208","2023-09-26"
"1606","S0074","MATH 126","2022-09-26"
"1607","S0074","MATH 125","2022-09-26"
"1608","S0074","MATH 124","2022-09-26"
"1609","S0074","MATH 134","2022-09-26"
"1610","S0074","MATH 209","2023-09-26"
"1611","S0074","MATH 207","2023-09-26"
"1612","S0074","MATH 125","2022-09-26"
"1613","S0074","MATH 124","2022-09-26"
"1614","S0074","MATH 208","2023-09-26"
"1615","S0074","MATH 126","2022-09-26"
"1616","S0074","MATH 282","2023-09-26"
"1617","S0074","MATH 224","2023-09-26"
"1618","S0074","E E 271","2023-09-26"
"1619","S0074","E E 215","2023-09-26"
"1620","S0075","CSE 160","2023-09-26"
"1621","S0075","CSE 123","2023-09-26"
"1622","S0075","CSE 143","2023-09-26"
"1623","S0075","CSE 142","2023-09-26"
"1624","S0075","MATH 135","2023-09-26"
"1625","S0075","MATH 134","2023-09-26"
"1626","S0075","MATH 124","2023-09-26"
"1627","S0075","CSE 131","2023-09-26"
"1628","S0075","CSE 122","2023-09-26"
"1629","S0076","AMATH 352","2023-09-26"
"1630","S0076","MATH 126","2021-09-26"
"1631","S0076","MATH 125","2021-09-26"
"1632","S0076","MATH 124","2021-09-26"
"1633","S0076","MATH 134","2021-09-26"
"1634","S0076","MATH 136","2021-09-26"
"1635","S0076","MATH 135","2021-09-26"
"1636","S0076","MATH 134","2021-09-26"
"1637","S0076","AMATH 301","2023-09-26"
"1638","S0076","MATH 125","2021-09-26"
"1639","S0076","MATH 124","2021-09-26"
"1640","S0076","MATH 382","2023-09-26"
"1641","S0076","AMATH 383","2023-09-26"
"1642","S0076","AMATH 351","2023-09-26"
"1643","S0076","AMATH 353","2023-09-26"
"1644","S0076","AMATH 351","2023-09-26"
"1645","S0076","CSE 311","2023-09-26"
"1646","S0076","CSE 391","2023-09-26"
"1647","S0076","E E 215","2022-09-26"
"1648","S0076","MATH 207","2022-09-26"
"1649","S0076","E E 201","2022-09-26"
"1650","S0076","E E 241","2022-09-26"
"1651","S0076","E E 271","2022-09-26"
"1652","S0076","MATH 209","2022-09-26"
"1653","S0076","MATH 207","2022-09-26"
"1654","S0076","MATH 208","2022-09-26"
"1655","S0076","E E 299","2022-09-26"
"1656","S0077","MATH 420","2023-09-26"
"1657","S0077","MATH 126","2020-09-26"
"1658","S0077","MATH 125","2020-09-26"
"1659","S0077","MATH 124","2020-09-26"
"1660","S0077","MATH 134","2020-09-26"
"1661","S0077","MATH 136","2020-09-26"
"1662","S0077","MATH 135","2020-09-26"
"1663","S0077","MATH 134","2020-09-26"
"1664","S0077","CSE 431","2023-09-26"
"1665","S0077","CSE 312","2022-09-26"
"1666","S0077","CSE 311","2022-09-26"
"1667","S0077","CSE 123","2020-09-26"
"1668","S0077","CSE 143","2020-09-26"
"1669","S0077","MATH 411","2023-09-26"
"1670","S0077","MATH 208","2021-09-26"
"1671","S0077","MATH 412","2023-09-26"
"1672","S0077","MATH 411","2023-09-26"
"1673","S0077","MATH 208","2021-09-26"
"1674","S0077","MATH 407","2023-09-26"
"1675","S0077","MATH 208","2021-09-26"
"1676","S0077","MATH 427","2023-09-26"
"1677","S0077","MATH 327","2022-09-26"
"1678","S0077","MATH 300","2022-09-26"
"1679","S0077","MATH 334","2022-09-26"
"1680","S0077","MATH 445","2023-09-26"
"1681","S0077","MATH 444","2023-09-26"
"1682","S0077","MATH 334","2022-09-26"
"1683","S0077","MATH 208","2021-09-26"
"1684","S0077","MATH 395","2022-09-26"
"1685","S0077","MATH 394","2022-09-26"
"1686","S0077","MATH 382","2022-09-26"
"1687","S0077","MATH 224","2021-09-26"
"1688","S0077","MATH 209","2021-09-26"
"1689","S0077","MATH 207","2021-09-26"
"1690","S0077","MATH 208","2021-09-26"
"1691","S0077","MATH 282","2021-09-26"
"1692","S0078","MATH 556","2023-09-26"
"1693","S0078","MATH 555","2023-09-26"
"1694","S0078","MATH 554","2023-09-26"
"1695","S0078","MATH 545","2023-09-26"
"1696","S0078","MATH 544","2023-09-26"
"1697","S0078","MATH 548","2023-09-26"
"1698","S0078","MATH 547","2023-09-26"
"1699","S0078","MATH 546","2023-09-26"
"1700","S0078","MATH 545","2023-09-26"
"1701","S0079","E E 523","2023-09-26"
"1702","S0079","E E 588","2023-09-26"
"1703","S0079","E E 587","2023-09-26"
"1704","S0079","E E 511","2023-09-26"
"1705","S0079","E E 505","2023-09-26"
"1706","S0079","CSE 515","2023-09-26"
"1707","S0079","E E 522","2023-09-26"
"1708","S0079","E E 563","2023-09-26"
"1709","S0079","E E 510","2023-09-26"
"1710","S0080","MATH 282","2023-09-26"
"1711","S0080","MATH 208","2023-09-26"
"1712","S0080","MATH 126","2022-09-26"
"1713","S0080","MATH 125","2022-09-26"
"1714","S0080","MATH 124","2022-09-26"
"1715","S0080","MATH 134","2022-09-26"
"1716","S0080","MATH 207","2023-09-26"
"1717","S0080","MATH 125","2022-09-26"
"1718","S0080","MATH 124","2022-09-26"
"1719","S0080","MATH 209","2023-09-26"
"1720","S0080","MATH 207","2023-09-26"
"1721","S0080","MATH 125","2022-09-26"
"1722","S0080","MATH 124","2022-09-26"
"1723","S0080","MATH 208","2023-09-26"
"1724","S0080","MATH 126","2022-09-26"
"1725","S0080","E E 299","2023-09-26"
"1726","S0080","MATH 224","2023-09-26"
"1727","S0080","E E 271","2023-09-26"
"1728","S0081","AMATH 502","2023-09-26"
"1729","S0081","AMATH 568","2023-09-26"
"1730","S0081","AMATH 573","2023-09-26"
"1731","S0081","AMATH 571","2023-09-26"
"1732","S0081","AMATH 536","2023-09-26"
"1733","S0081","AMATH 586","2023-09-26"
"1734","S0081","AMATH 569","2023-09-26"
"1735","S0081","AMATH 581","2023-09-26"
"1736","S0081","AMATH 516","2023-09-26"
"1737","S0082","MATH 208","2023-09-26"
"1738","S0082","MATH 126","2022-09-26"
"1739","S0082","MATH 125","2022-09-26"
"1740","S0082","MATH 124","2022-09-26"
"1741","S0082","MATH 134","2022-09-26"
"1742","S0082","MATH 282","2023-09-26"
"1743","S0082","MATH 209","2023-09-26"
"1744","S0082","MATH 207","2023-09-26"
"1745","S0082","MATH 125","2022-09-26"
"1746","S0082","MATH 124","2022-09-26"
"1747","S0082","MATH 208","2023-09-26"
"1748","S0082","MATH 126","2022-09-26"
"1749","S0082","MATH 125","2022-09-26"
"1750","S0082","MATH 124","2022-09-26"
"1751","S0082","MATH 224","2023-09-26"
"1752","S0082","E E 299","2023-09-26"
"1753","S0082","E E 280","2023-09-26"
"1754","S0082","E E 215","2023-09-26"
"1755","S0083","MATH 125","2023-09-26"
"1756","S0083","MATH 124","2023-09-26"
"1757","S0083","MATH 111","2023-09-26"
"1758","S0083","CSE 160","2023-09-26"
"1759","S0083","CSE 123","2023-09-26"
"1760","S0083","CSE 143","2023-09-26"
"1761","S0083","CSE 142","2023-09-26"
"1762","S0083","CSE 121","2023-09-26"
"1763","S0083","MATH 116","2023-09-26"
"1764","S0084","E E 242","2023-09-26"
"1765","S0084","MATH 135","2022-09-26"
"1766","S0084","MATH 134","2022-09-26"
"1767","S0084","MATH 207","2023-09-26"
"1768","S0084","MATH 125","2022-09-26"
"1769","S0084","MATH 124","2022-09-26"
"1770","S0084","E E 201","2023-09-26"
"1771","S0084","CSE 122","2022-09-26"
"1772","S0084","CSE 123","2022-09-26"
"1773","S0084","E E 280","2023-09-26"
"1774","S0084","E E 215","2023-09-26"
"1775","S0084","MATH 136","2022-09-26"
"1776","S0084","MATH 135","2022-09-26"
"1777","S0084","MATH 134","2022-09-26"
"1778","S0084","MATH 208","2023-09-26"
"1779","S0084","E E 205","2023-09-26"
"1780","S0084","E E 241","2023-09-26"
"1781","S0084","E E 271","2023-09-26"
"1782","S0085","E E 462","2023-09-26"
"1783","S0085","E E 361","2022-09-26"
"1784","S0085","E E 215","2021-09-26"
"1785","S0085","MATH 136","2020-09-26"
"1786","S0085","MATH 135","2020-09-26"
"1787","S0085","MATH 134","2020-09-26"
"1788","S0085","MATH 126","2020-09-26"
"1789","S0085","MATH 125","2020-09-26"
"1790","S0085","MATH 124","2020-09-26"
"1791","S0085","MATH 134","2020-09-26"
"1792","S0085","E E 464","2023-09-26"
"1793","S0085","E E 361","2022-09-26"
"1794","S0085","E E 215","2021-09-26"
"1795","S0085","MATH 136","2020-09-26"
"1796","S0085","MATH 135","2020-09-26"
"1797","S0085","E E 487","2023-09-26"
"1798","S0085","E E 361","2022-09-26"
"1799","S0085","E E 215","2021-09-26"
"1800","S0085","E E 461","2023-09-26"
"1801","S0085","E E 460","2023-09-26"
"1802","S0085","MATH 208","2021-09-26"
"1803","S0085","AMATH 301","2022-09-26"
"1804","S0085","MATH 443","2023-09-26"
"1805","S0085","MATH 442","2023-09-26"
"1806","S0085","MATH 334","2022-09-26"
"1807","S0085","MATH 208","2021-09-26"
"1808","S0085","E E 417","2023-09-26"
"1809","S0085","E E 416","2023-09-26"
"1810","S0085","E E 242","2021-09-26"
"1811","S0085","MATH 207","2021-09-26"
"1812","S0085","MATH 394","2022-09-26"
"1813","S0085","E E 331","2022-09-26"
"1814","S0085","E E 233","2021-09-26"
"1815","S0085","E E 215","2021-09-26"
"1816","S0085","E E 371","2022-09-26"
"1817","S0085","E E 351","2022-09-26"
"1818","S0086","MATH 102","2023-09-26"
"1819","S0086","MATH 111","2023-09-26"
"1820","S0086","CSE 180","2023-09-26"
"1821","S0086","CSE 143","2023-09-26"
"1822","S0086","CSE 142","2023-09-26"
"1823","S0086","CSE 163","2023-09-26"
"1824","S0086","CSE 122","2023-09-26"
"1825","S0086","CSE 123","2023-09-26"
"1826","S0086","MATH 126","2023-09-26"
"1827","S0087","AMATH 352","2023-09-26"
"1828","S0087","MATH 126","2021-09-26"
"1829","S0087","MATH 125","2021-09-26"
"1830","S0087","MATH 124","2021-09-26"
"1831","S0087","MATH 134","2021-09-26"
"1832","S0087","MATH 136","2021-09-26"
"1833","S0087","MATH 135","2021-09-26"
"1834","S0087","MATH 134","2021-09-26"
"1835","S0087","AMATH 383","2023-09-26"
"1836","S0087","AMATH 351","2023-09-26"
"1837","S0087","MATH 125","2021-09-26"
"1838","S0087","MATH 124","2021-09-26"
"1839","S0087","AMATH 353","2023-09-26"
"1840","S0087","AMATH 351","2023-09-26"
"1841","S0087","AMATH 342","2023-09-26"
"1842","S0087","CSE 373","2023-09-26"
"1843","S0087","AMATH 301","2023-09-26"
"1844","S0087","MATH 381","2023-09-26"
"1845","S0087","MATH 282","2022-09-26"
"1846","S0087","E E 201","2022-09-26"
"1847","S0087","E E 299","2022-09-26"
"1848","S0087","E E 241","2022-09-26"
"1849","S0087","E E 271","2022-09-26"
"1850","S0087","MATH 209","2022-09-26"
"1851","S0087","MATH 207","2022-09-26"
"1852","S0087","MATH 208","2022-09-26"
"1853","S0087","E E 242","2022-09-26"
"1854","S0088","E E 351","2023-09-26"
"1855","S0088","E E 215","2022-09-26"
"1856","S0088","MATH 136","2021-09-26"
"1857","S0088","MATH 135","2021-09-26"
"1858","S0088","MATH 134","2021-09-26"
"1859","S0088","MATH 126","2021-09-26"
"1860","S0088","MATH 125","2021-09-26"
"1861","S0088","MATH 124","2021-09-26"
"1862","S0088","MATH 134","2021-09-26"
"1863","S0088","CSE 374","2023-09-26"
"1864","S0088","CSE 333","2023-09-26"
"1865","S0088","CSE 351","2023-09-26"
"1866","S0088","CSE 123","2021-09-26"
"1867","S0088","CSE 143","2021-09-26"
"1868","S0088","E E 342","2023-09-26"
"1869","S0088","E E 242","2022-09-26"
"1870","S0088","MATH 207","2022-09-26"
"1871","S0088","E E 321","2023-09-26"
"1872","S0088","E E 332","2023-09-26"
"1873","S0088","E E 331","2023-09-26"
"1874","S0088","E E 233","2022-09-26"
"1875","S0088","E E 215","2022-09-26"
"1876","S0088","E E 397","2023-09-26"
"1877","S0088","E E 271","2022-09-26"
"1878","S0088","MATH 208","2022-09-26"
"1879","S0088","E E 241","2022-09-26"
"1880","S0088","E E 280","2022-09-26"
"1881","S0089","MATH 208","2023-09-26"
"1882","S0089","MATH 126","2022-09-26"
"1883","S0089","MATH 125","2022-09-26"
"1884","S0089","MATH 124","2022-09-26"
"1885","S0089","MATH 134","2022-09-26"
"1886","S0089","E E 241","2023-09-26"
"1887","S0089","CSE 122","2022-09-26"
"1888","S0089","CSE 123","2022-09-26"
"1889","S0089","MATH 207","2023-09-26"
"1890","S0089","MATH 125","2022-09-26"
"1891","S0089","MATH 124","2022-09-26"
"1892","S0089","E E 215","2023-09-26"
"1893","S0089","MATH 136","2022-09-26"
"1894","S0089","E E 299","2023-09-26"
"1895","S0089","E E 233","2023-09-26"
"1896","S0089","E E 215","2023-09-26"
"1897","S0089","E E 201","2023-09-26"
"1898","S0089","MATH 224","2023-09-26"
"1899","S0090","MATH 282","2023-09-26"
"1900","S0090","E E 280","2023-09-26"
"1901","S0090","E E 215","2023-09-26"
"1902","S0090","MATH 136","2022-09-26"
"1903","S0090","MATH 135","2022-09-26"
"1904","S0090","MATH 134","2022-09-26"
"1905","S0090","MATH 126","2022-09-26"
"1906","S0090","MATH 125","2022-09-26"
"1907","S0090","MATH 124","2022-09-26"
"1908","S0090","MATH 134","2022-09-26"
"1909","S0090","MATH 224","2023-09-26"
"1910","S0090","MATH 126","2022-09-26"
"1911","S0090","MATH 125","2022-09-26"
"1912","S0090","E E 271","2023-09-26"
"1913","S0090","E E 201","2023-09-26"
"1914","S0090","E E 241","2023-09-26"
"1915","S0090","E E 205","2023-09-26"
"1916","S0090","E E 233","2023-09-26"
"1917","S0091","MATH 565","2023-09-26"
"1918","S0091","MATH 564","2023-09-26"
"1919","S0091","MATH 506","2023-09-26"
"1920","S0091","MATH 505","2023-09-26"
"1921","S0091","MATH 504","2023-09-26"
"1922","S0091","MATH 544","2023-09-26"
"1923","S0091","MATH 558","2023-09-26"
"1924","S0091","MATH 557","2023-09-26"
"1925","S0091","MATH 526","2023-09-26"
"1926","S0092","E E 520","2023-09-26"
"1927","S0092","E E 589","2023-09-26"
"1928","S0092","E E 518","2023-09-26"
"1929","S0092","E E 529","2023-09-26"
"1930","S0092","E E 564","2023-09-26"
"1931","S0092","AMATH 573","2023-09-26"
"1932","S0092","E E 523","2023-09-26"
"1933","S0092","E E 549","2023-09-26"
"1934","S0092","E E 547","2023-09-26"
"1935","S0093","AMATH 518 ","2023-09-26"
"1936","S0093","MATH 515","2023-09-26"
"1937","S0093","AMATH 532","2023-09-26"
"1938","S0093","AMATH 507","2023-09-26"
"1939","S0093","AMATH 502","2023-09-26"
"1940","S0093","AMATH 581","2023-09-26"
"1941","S0093","AMATH 569","2023-09-26"
"1942","S0093","AMATH 562","2023-09-26"
"1943","S0093","AMATH 561","2023-09-26"
"1944","S0094","MATH 394","2023-09-26"
"1945","S0094","MATH 126","2021-09-26"
"1946","S0094","MATH 125","2021-09-26"
"1947","S0094","MATH 124","2021-09-26"
"1948","S0094","MATH 134","2021-09-26"
"1949","S0094","MATH 136","2021-09-26"
"1950","S0094","MATH 135","2021-09-26"
"1951","S0094","MATH 134","2021-09-26"
"1952","S0094","E E 361","2023-09-26"
"1953","S0094","E E 215","2022-09-26"
"1954","S0094","MATH 136","2021-09-26"
"1955","S0094","MATH 135","2021-09-26"
"1956","S0094","MATH 382","2023-09-26"
"1957","S0094","MATH 301","2023-09-26"
"1958","S0094","MATH 300","2023-09-26"
"1959","S0094","MATH 395","2023-09-26"
"1960","S0094","MATH 394","2023-09-26"
